baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GC	2663127.13901156	9.5785432640985	0.484026374271253	186.810481104796	1.57966291577943e-42	2.29474024670982e-40
PNMA3	2509.16682960941	0.127834719929342	0.624193246558722	0.0419307599799197	0.837751813355973	0.903788269961075
LYVE1	128249.093123503	-0.360512885429347	0.514726303640042	0.489279539979918	0.484248861266263	0.631594714846326
TSPAN31	312587.055396747	0.201496474596969	0.145601047265185	1.91361364203073	0.166562401371103	0.28751026786073
HYLS1	19758.4913025898	-0.278846386131672	0.273102185992296	1.04089387429025	0.307613671507113	0.455141922017381
PSG6	53.9320000365968	-1.67654438705107	2.21129363239601	0.545596651153375	0.460122502927151	0.609389810229935
PEG10	12601.5798615187	-0.750694247628454	0.35623012351664	4.39175067929034	0.0361132131073128	0.0863580905530543
STAT4	24504.3153916771	0.164486195032875	0.381819305773545	0.185488548164784	0.666698289008356	0.781592217952289
GPCPD1	189522.030332344	0.241285115350508	0.241958201392797	0.99329346252739	0.318938753549814	0.46777176756821
TELO2	254459.988871918	0.0490884658576918	0.232746078262766	0.0444817213488022	0.832959918182024	0.900778284322401
RAG2	2909.19621178213	0.379122840601078	0.253256293883632	2.23483289632483	0.134931211067379	0.244412951691907
IL11	3725.88008251694	2.38337234319976	0.859160665811026	6.95382656096081	0.00836401404974246	0.0266277299747539
FN1	10456606.5751446	3.66867442061301	0.252771654668889	170.43997606795	5.93023680339716e-39	7.39236072877529e-37
AL713999.1	183792.760127048	-0.239469895182015	0.233325836017183	1.05214824705507	0.305012844586136	0.452418553607463
THPO	12564.7590679559	5.18369858648289	0.315552394471968	189.891236368688	3.35793146915078e-43	5.11987418796387e-41
GIMAP2	79576.9728366412	0.435692002841555	0.237813076534514	3.34384158543619	0.0674569446257571	0.141573649388455
JOSD1	584347.407508578	-1.22299410001118	0.227595684955598	28.0496526278014	1.18242333672172e-07	1.46308035809383e-06
GADL1	623.53477636911	1.63516505733533	1.16763075680999	1.86439368159145	0.172118561723865	0.294838936420017
TLCD2	251208.11303989	-2.345690138989	0.375786596108212	35.303284298874	2.82155845132078e-09	4.66860375501499e-08
PRRG3	3324.2122026756	-2.0635171404498	0.562639399819647	12.4428074596607	0.000419604575214672	0.00214044028328764
NEK2	65254.4944820689	1.65587147293791	0.453157292578663	12.6781542513542	0.000369952586398795	0.00192206569036085
TATDN3	43253.6666507481	0.172920480828219	0.165091857776569	1.09643528974371	0.295049742267042	0.441151851453494
DTD1	167542.680233146	0.47973265416553	0.329520054276108	2.10982520364689	0.146356034212076	0.260654742270353
PPM1G	677261.58652378	0.227914973462878	0.165074480956656	1.90430257335453	0.167597513831708	0.288837602305576
YBX3	421396.159402444	0.0529448196173047	0.2118347564706	0.0624647725357192	0.802641842142871	0.880376893323057
DCTN2	525434.346242581	-0.614383213180419	0.135218974687946	20.4903305264693	5.9933259801062e-06	5.17411656560502e-05
KLF15	64845.0071924158	2.92487031623201	0.338533842590877	64.5494939075826	9.41377143381138e-16	3.25843657002601e-14
PRR5-ARHGAP8	149582.415582368	-0.153721116912127	0.26984586633148	0.32435943499496	0.568999487286337	0.703170259268742
HMGN2	756414.68836234	-0.167718993583098	0.242983146534569	0.476172985418657	0.490160929916767	0.637053821488865
AC131097.2	211.230585809327	1.54125505602318	1.4258505108116	1.11733316684189	0.290493417586467	0.436268912473838
PXYLP1	68464.1955653263	0.49610592695221	0.301452350203151	2.69516744805091	0.10065291421943	0.193977396263894
CSF3R	88252.521270053	1.80556592666764	0.430410207354235	16.5569756052957	4.72100043512829e-05	0.000316488870013378
SETD5	435082.361618192	0.33075665057961	0.186839047139307	3.12704464895643	0.0770032164381606	0.157179788482915
GSG1	113.763986911553	-2.37739939297592	2.88758485332257	0.612883354819814	0.433704237017115	0.584214944921871
GAREM2	22201.6577189792	-0.798653741594119	0.412328449275678	3.70475623250405	0.0542575964061456	0.119010628474257
SLC9A9	38062.1302807571	-0.0785752491645834	0.347183294054034	0.0512143912282568	0.820963456869385	0.893355834362586
BST2	300200.32851866	0.628784563018725	0.273834652555383	5.23143414295407	0.0221822351471883	0.0586639988862495
IFI27	1215403.58970329	-1.59744519744408	0.328810768219755	22.4870692504182	2.11562969319013e-06	2.02654476685694e-05
CATSPERZ	575.963054174821	0.0635160851412365	1.63424186046713	0.00151094356814951	0.968993351293151	0.982379617099842
THAP9	16896.7555798083	0.456414692396939	0.216480619166036	4.42684727263182	0.0353777987430274	0.084973962896773
RASAL2	167743.452914035	0.886539132822052	0.219772067363412	16.02274168226	6.25861802670108e-05	0.000407572340185698
RBBP9	83014.428877058	0.314557837550391	0.253110292777128	1.5414350000143	0.214404334623329	0.347556943103927
MTRR	158127.606271396	0.404815279708581	0.198774480425792	4.13404057909202	0.0420288855644508	0.0971546059113586
ECT2L	1111.19719378817	-1.00902506367798	0.653927112151282	2.33424114073722	0.126556650921717	0.232322751527836
ZDHHC2	84027.4048112999	-0.370135048693106	0.396433704694506	0.869340013602283	0.351138085568933	0.501365725614212
NSUN2	449002.681376933	0.426630005903878	0.199919472424889	4.53751119753883	0.0331597705300374	0.0809212442471773
SLC13A3	32847.5070432633	2.79413191832203	0.787676080236229	11.0013412115314	0.000910459805697226	0.00413415529296286
RPTOR	197935.373749236	0.124905664256909	0.243603401579481	0.262824052245549	0.60818659767413	0.735624080656929
NFYB	130040.041643434	0.676095171556421	0.221546056149026	9.22902235039609	0.00238208804594454	0.0092911506045731
EIF5A2	26642.1474492785	1.80548772680299	0.248494649564278	49.6748105692816	1.81460781346515e-12	4.62399165063792e-11
SFMBT2	53085.5290952183	-0.0358443719663178	0.322920176792686	0.0123202856473767	0.911618898438786	0.948159716839393
TET2	137449.683930482	-0.718104709186596	0.283922393737493	6.33203877949671	0.0118575928167375	0.0354856192193495
TMUB2	263334.054795175	-0.728762470533636	0.194468635355048	13.8966157952876	0.000193145929680728	0.00109472142048414
JSRP1	806306.002622194	-0.343592053150169	0.227583622482164	2.27394100255356	0.131564965017208	0.239349377734195
STAB1	812556.395176282	-0.525627884153667	0.283377688949856	3.42165875819484	0.064346328220108	0.136357157056372
ANKRD44	40268.6586089886	0.187538395119869	0.35338404816997	0.281439693636145	0.595759139548018	0.724819332994024
GABBR2	324.368130971935	0.60289577851342	0.636132015338355	0.892123895954001	0.344902400563427	0.494875127391092
C4ORF22	50.5042591260106	-1.21352335407283	2.88868856205354	0.171584000641516	0.678707876056295	0.790847066592723
CACNB4	4195.70190014379	-0.778145738849572	0.462590855147169	2.79613656879246	0.0944917440038212	0.184571538922869
MTOR	360530.082651142	-0.00142344655408709	0.205489533569487	4.79586774702057e-05	0.994474517735341	0.997107191189449
SMARCAD1	123258.307988936	0.288708122644154	0.199366805687212	2.09359004787072	0.147918115034428	0.262878461060607
ATP6V0A2	114216.523026845	-0.0474888087830736	0.159222157593238	0.0889514301376551	0.765514451246176	0.855076649234039
RIIAD1	5182.99547962634	2.71144780418771	1.01304306134486	6.30672220312448	0.0120281012188615	0.0358683527822724
SAMD9	168047.745929771	-1.82867453611657	0.351644572336927	25.4064536408929	4.643620445058e-07	5.16396344731013e-06
CHURC1-FNTB	144542.177761374	0.233062365594961	0.175893445475808	1.75377691596427	0.185402625092162	0.311123615638102
KCNJ1	276.526383042492	-1.13201553800346	2.40853400736342	0.21544007354602	0.64253653735269	0.762178137826771
BLVRA	68832.9946981276	0.512324886603492	0.313088766323887	2.66373085161283	0.102659683812652	0.19702158604594
STMN2	55337.6321762272	-2.48610428294511	0.538764649192152	19.08572421732	1.24976237642158e-05	9.97269294230181e-05
TBL1X	161550.999948528	0.625872242004812	0.251676787380847	6.13635188018992	0.0132430256170988	0.038652203703505
DOCK5	246287.006848726	-0.735341654391462	0.250830309554752	8.50300641039087	0.00354560163677625	0.0129787310708105
CHRDL2	7860.19475179191	2.07092160877675	0.412335414921518	23.3215986461752	1.37052313109987e-06	1.37492013298867e-05
NDUFAF3	190804.580926718	-0.136726387875485	0.173949421679001	0.617581443261059	0.431947459144069	0.582529142817904
TMA16	85044.3192018358	0.641825183343332	0.178449307483	12.8309704430048	0.000340928885634706	0.00179452125850918
DNAJC5	726147.841619459	0.0867376866987778	0.217146663435	0.159532234032838	0.689587543014456	0.798982640273422
NTRK1	2152.47265496628	0.019303921918517	0.543165366597139	0.00126340400456115	0.971645646760115	0.983660597868766
SLC24A1	70790.0447672219	0.277182311758228	0.179295867258886	2.38630308578101	0.122402788619458	0.226773352805822
CPEB4	185994.691650786	0.44861198710447	0.280173053000782	2.55357568643041	0.110044948716663	0.208527039736413
ASPHD2	28226.4321352237	-0.438776264117993	0.270628833803614	2.61861781553554	0.105616402503229	0.201584627537976
OPRK1	122.752686702295	0.43466960485141	1.34292251332415	0.104431026343605	0.746575664996887	0.841237063673582
SLC35D3	12457.843887215	2.27596773432797	0.951336361746471	5.21321141022622	0.0224158933200793	0.0591632068472307
PAPSS2	966750.983756232	-1.60140996188739	0.347203558347417	20.2633125832015	6.74822547894045e-06	5.74517821231991e-05
EFCAB5	6323.92401199792	-1.4322812181118	0.333558029621815	17.7301077340302	2.54565476054465e-05	0.000184682598023155
MTMR7	6878.24878039558	0.305254098050592	0.428353467141445	0.506913165541192	0.476478184973983	0.62468348739234
SAMD11	58825.3591465214	-0.248778733005997	0.162091877652732	2.35270154608239	0.125066099928859	0.230401728166266
VGF	11799.2207642199	1.80890071175164	0.898830676763673	3.8098042125325	0.0509534061361609	0.113244113938806
MRPL41	249432.227450321	-1.04119178445809	0.298434982533574	11.9166661696017	0.000556339554274525	0.00272976288213051
ZMYM6	84880.0006609335	-0.145303286286959	0.197017872620609	0.543693493598255	0.460906040969706	0.610125311678545
RGL1	141763.27406907	-0.0476724261006841	0.361490007980084	0.0173901193379038	0.895085850979529	0.939330993442624
AC011511.4	156861.262725983	-0.489674066238027	0.272967009755342	3.20271924319698	0.0735159424964009	0.151626117732376
SNX8	233677.0434671	0.478825749274192	0.233599290343473	4.1824372036177	0.0408449233330219	0.0949617687515893
CFTR	843908.789790096	-0.104759129173355	0.405087870145012	0.0668615700087116	0.795962369652552	0.875280207370008
AC022400.6	253333.641666388	-0.291411016333742	0.160169271785817	3.30457917254711	0.06908703901181	0.144184025195575
CTTNBP2	37729.7267648264	1.10255788693412	0.444502048470634	6.00849557869458	0.0142371607772974	0.0409768142247052
TMEM67	20332.5048498287	1.02696006845928	0.314875819514244	10.4204452604798	0.00124627842839537	0.00540454425668071
RNF213	1174513.4447945	0.297147393012453	0.288540266143331	1.05868642659163	0.303514971857182	0.450894734602099
P2RY8	59163.3813119224	-0.443778555703984	0.335499971519389	1.74277358808581	0.186787778196576	0.312878855996789
KRT72	276.055260587567	-0.953176614834757	1.08217293120624	0.76230375217645	0.382608529530896	0.533218368432958
AP001931.1	70599.5746135026	0.124162603286684	0.206031907877422	0.363063777214506	0.546809596121092	0.685239114171854
CALCOCO2	641903.985909677	-0.607822793878139	0.130416441734835	21.562709456333	3.42445768641689e-06	3.13382042940006e-05
CUTA	397814.623565916	-0.25147084088052	0.231172456737951	1.1818225141449	0.276985280013368	0.421208492496425
PSMC1	87820.1440095504	0.216214182276258	0.17842727505838	1.46704054649561	0.225813209872179	0.361477475829226
ADAMTS5	43174.1533488501	1.29346909438149	0.403040794455043	9.97215830309773	0.00158925086648451	0.00660957827677475
LDLR	625994.415830943	1.10071211606101	0.435296034600643	6.24478553439747	0.0124559462837401	0.0368505056107635
TIAM1	46213.3541891423	0.267954817332385	0.274650939031618	0.950475190605403	0.329598371130474	0.478774424705344
IL27RA	57440.2641066666	0.453343456885134	0.171099924317277	6.99167919731801	0.00818894928151709	0.026174276731585
USF3	159707.703954743	-0.0693760504320475	0.229280458502359	0.0915456233188081	0.762221335312789	0.853111348008748
HAS1	3783.97368717117	2.83062868626475	0.771939274425347	11.7220644161337	0.000617634003225785	0.00298135262310636
ASCL3	10.474884938339	-6.97625741483968	3.02992586943601	4.01996902009481	0.0449645394805111	0.10254027056563
PBK	32548.6648734172	0.991247950184649	0.37078670939354	7.01073454186917	0.00810224313725627	0.0259375817524277
CHRNB3	29.0774471192379	2.79585027577144	2.89786717853622	0.815726033138063	0.366432744148154	0.517199731986022
RFPL3S	400.1553620599	1.45858830076737	1.12475186210992	1.61549177186455	0.203721543200524	0.334561042416456
PSMC3IP	56720.2774803776	-0.0211366317131905	0.159441063859369	0.0175735901167684	0.894537083214313	0.939075603062527
ZCCHC10	91814.4126121846	-0.776185994605612	0.144004638419645	28.7087187816127	8.41241375854378e-08	1.06374654853581e-06
SLC35F1	4507.55189484786	-3.35612169256862	0.62518715877205	24.0055191177731	9.60599503845911e-07	9.97866004867861e-06
ACSS3	107298.73810158	3.76626621048735	0.241794244544651	194.58955623424	3.16658512175439e-44	5.03623525096954e-42
DEFB4A	53.6887810923809	-0.486168218075482	2.88814445338863	0.0282162374373911	NA	NA
VN1R1	1162.26705677823	-0.0278769867036593	0.552864558229345	0.00254209161249719	0.95978836898399	0.976514400230829
DOK6	5425.36728193511	0.013422260983324	0.392797180057332	0.00116795400711567	0.972737329212053	0.984368986157268
SF3B2	1010046.80891827	0.243322462298401	0.144958006826537	2.81427630026673	0.0934290241693096	0.182900509136214
CHMP1B	479756.244865349	-1.04931488177611	0.169032374012105	37.7159595994064	8.18323079642407e-10	1.48302971476648e-08
PIP5K1A	206940.246363608	0.330669973467023	0.134196576016063	6.05842193254892	0.0138401303751286	0.0400611907701256
C4ORF19	162295.580937412	-1.81094112136462	0.190691018586473	84.825489624188	3.25895803642884e-20	1.56983072621607e-18
TBC1D16	364509.866529101	1.59102241512142	0.226597579129855	46.987203513533	7.14517026297097e-12	1.70974378964399e-10
SSBP1	291722.787054246	0.644591160228808	0.225148139611066	8.12931377000538	0.00435552291820375	0.0154320209780844
ITGA1	434560.977620284	1.34295746078892	0.157562268460616	70.1674508330583	5.44779650908446e-17	2.07657846686155e-15
DCAF4L1	787.594680325935	1.78925376571017	0.71227909338868	5.94737676817806	0.014739203813255	0.0421628387519368
CDRT4	30871.8753701384	-0.865367548650364	0.253099941239229	11.5191586664443	0.000688825581070218	0.00326939622978247
FARSB	228573.276346081	0.334713637604796	0.252400700393309	1.75467327129542	0.185290314042988	0.310991721595623
BRD9	188236.266052618	0.0505373670451451	0.162933673828953	0.096202220748836	0.756435615389226	0.848770263247526
MYBPC3	1311.95182493691	0.728287190901984	0.602013465346653	1.44843086078328	0.228779901124889	0.364739059441158
PHKG2	148712.13520436	-0.320288999164611	0.199000206550477	2.58514746015302	0.107870362019257	0.205127257770146
TSR1	261896.64965976	0.721826012895018	0.239018508648224	9.0266242361061	0.00266075396095637	0.0102245885910611
P2RX1	40965.2484811282	-2.150861097963	0.444262385517226	21.5450203327314	3.45618936646252e-06	3.155034023843e-05
CHMP2B	340203.655834488	-0.144110668295343	0.194309418649372	0.549822169441228	0.458390364700163	0.608012354472162
MAGEA3	37.1269979383044	23.2343223712031	3.02703474689549	4.33769673572517	NA	NA
PHC1	164868.789577345	0.267813433868748	0.130095965775525	4.23172946501558	0.0396749935603122	0.0928478845599627
POPDC3	4329.16165260087	-3.95211320841724	1.38378890110626	6.42864489627837	NA	NA
ZNF688	68629.4789499984	-1.12878014269894	0.228883517388326	23.7255266731594	1.11099146654719e-06	1.1368098483821e-05
RPL26L1	57901.1293817414	0.356921701028241	0.21833564211851	2.66560528532929	0.102538809696925	0.196933010628625
EYS	8416.24646302471	0.0333549303182889	0.232203884669924	0.0206334734458551	0.885781938353048	0.933373491918353
SPX	6448.9816525085	4.38884982964956	0.376544617765056	103.040639438628	3.28343268776434e-24	1.93533704973049e-22
UEVLD	127950.95595822	-0.278002841900093	0.118800723413932	5.46750510669725	0.0193732627203636	0.0526387811381426
ZNF692	139737.388023368	-0.221422660786358	0.27159164273095	0.664023584265863	0.415143050240003	0.565488344202438
WFDC10A	89.6679079226973	-0.552225306380276	2.88703799901092	0.0363821032791094	0.8487285680005	0.90999962076445
NEIL1	170387.768594035	-0.696946610575823	0.240711787725133	8.3028268570333	0.00395834177172368	0.0142325954680433
SERINC4	77071.7190569072	-0.912661188196451	0.247934809039373	13.3301334222427	0.000261174935835475	0.00142472394773172
GPRC5A	1469937.82072417	0.289633686294856	0.527993379364259	0.300415108825291	0.583622301807381	0.714909225552378
RIMS3	34904.8544771867	-1.14134119465787	0.297341828143069	14.3653968813731	0.000150543556800447	0.000879592034737767
BLNK	126362.293866995	-0.0901953052823442	0.295718218229765	0.0930106366873815	0.76038408656234	0.851978938524236
RHBDF2	159540.193854018	1.02755053425033	0.276149568489639	13.5627458860894	0.000230719323268364	0.00127900865233716
WNT16	564.74428284816	-0.924791467817313	1.29465839588586	0.501775226441509	0.478721139947022	0.626866797564243
CLPS	15.1959248057458	-21.5466350581192	3.02876564342635	3.64357384040985	NA	NA
SLC45A2	1413.76025128002	-1.57937612409066	0.574599168256146	7.20757002605495	0.00725967173161299	0.0236478526212973
S100A2	11708.5453443695	2.78797913379551	0.645901137057969	16.2989440023551	5.40940885570705e-05	0.000356931988479754
BICD1	46220.3860464339	1.19604722782639	0.291089634550143	16.4209582314566	5.07213115118472e-05	0.000337209901290836
NDNF	30134.8661867275	-1.04546604234038	0.465198055495524	4.94386143798013	0.0261834788936919	0.0673346810858269
SIPA1	238227.427784167	-0.0230657497806183	0.224082099563411	0.0105949601378086	0.918017080919329	0.952291095073416
MZT2B	378518.465013449	-0.207171774926263	0.248402003163427	0.694984883715392	0.404473994679088	0.554764755619247
NXF1	426804.649619443	-0.265824275973571	0.130316117780415	4.15508325494238	0.0415097331843905	0.0961955869261174
CLTA	728293.871634879	-0.177887877516178	0.146794440575421	1.46756597079184	0.225730121657677	0.361409251425259
KIAA1211L	93187.6037730015	-0.927890253248888	0.251153480877455	13.4205025392625	0.000248889014270641	0.00136659328103544
BRF1	184878.272980158	-0.316188850909839	0.164324147742443	3.69506060776175	0.0545737995764826	0.11949110234827
ZNF80	1757.02515313505	1.19962372729846	1.19377654816839	0.98203066052767	0.321697982501888	0.470920104671692
WFDC12	164.752623853629	-1.7781205893887	2.88656810127611	0.357674372803132	0.549800674734728	0.687379517946215
ERAL1	204252.253904027	0.0108994680476807	0.241844998769897	0.00203131238345122	0.964051447472515	0.979231688290504
RAB43	337864.932768717	0.351019070029686	0.241884907318003	2.1007610801218	0.147225839357724	0.261925700126388
UNC119B	228980.289236125	0.185981813280206	0.226176837700652	0.67568621550015	0.411076129920829	0.561357773568421
CAMKK1	69842.9254973232	0.295076859517302	0.249479443108673	1.39652529673836	0.237306216611746	0.375380467312879
HCN4	986.268758975989	-2.17813654057266	1.53511939565936	1.84709892964042	0.174121183347019	0.297229011151855
EIF3E	1073668.15152903	0.640959148038653	0.198225773208858	10.3705407871274	0.00128042036215142	0.00552115922849959
SYT10	2380.78104479285	-0.372751832205838	0.646099342084129	0.331925955375738	0.564527210490813	0.699505660703334
NWD1	9037.66957935604	-0.516271417845675	0.652634781143531	0.622464121578417	0.430133074273991	0.580930812350515
EIF4E3	172423.48556809	-1.85749272529152	0.300468784932104	35.8369782646049	2.14537123804826e-09	3.63452286232805e-08
DYNC2LI1	56386.1649410844	-0.332214145626772	0.18255702152793	3.30431882745017	0.0690979875959303	0.144190563641819
KIAA0513	211997.587932408	-1.35382857280122	0.277425932425511	22.9884416219634	1.62978335487441e-06	1.61568367082633e-05
CLIC2	45582.1549110963	0.094401473210758	0.333154358599874	0.0802786240353726	0.776920182737003	0.863301840108111
GYPC	93914.6089364683	-0.221192299365366	0.280939323390961	0.619280562675215	0.431314759029584	0.581931109356208
C11ORF96	132730.90380228	0.416957186676667	0.562933380978986	0.54672471284789	0.459659071478941	0.608993737045401
G6PC3	183690.73428329	0.14880226437542	0.278544918795173	0.285259598752333	0.593274429543684	0.723151093425534
AMMECR1L	181138.554330545	0.167566658813661	0.123921676125726	1.82741264312094	0.176433457106158	0.300250977783554
CMTR1	280331.97973982	0.319887082191736	0.155508616868726	4.22277817137874	0.0398848057897643	0.0932262488300217
HLA-A	14543637.3473455	-1.24306501249118	0.314678218966901	15.144549323204	9.95853936553964e-05	0.000613904892081854
HIST1H3D	1831.60671193986	-0.665108172940323	0.558469972803509	1.40605435367695	0.23571249886452	0.373460939916423
NTM	40546.1817824753	1.71448472947081	0.485153760622628	11.8163868505008	0.00058711683680912	0.00285270437774334
TDRD6	9893.05816668858	1.81278676575257	0.30241099177686	33.8012382391118	6.10400001714567e-09	9.56777368872732e-08
RHOV	20036.7932830328	-1.0119422264291	0.507871324850716	3.89135827565909	0.0485351559221337	0.109069637922079
OR56B4	462.761295483925	-0.547181534758513	1.17274680321347	0.216420702378201	0.641780802453603	0.761428554628072
WNT3	27085.8339908338	2.86490159037311	0.441246434307607	36.6409824818157	1.42014437838111e-09	2.47873638947522e-08
NUF2	37536.2332447641	2.13217600758277	0.463790770760895	19.4530065331959	1.03105412151226e-05	8.42639063701627e-05
STAR	838.426630639416	-0.313629157564707	0.828245025785361	0.143098345061503	0.705220061630099	0.80992311485394
MACROD1	141822.387021293	-0.0286238199148135	0.355921986194407	0.00646702809012822	0.935904943038851	0.964124758173196
GJD4	346.186028879188	-1.65942592196625	1.35464664628698	1.42473867528281	0.232625012367027	0.369723325562333
FBXL15	124744.177968068	-1.05632902452401	0.228003286722704	21.0013784870126	4.58953036432854e-06	4.07273909050011e-05
GXYLT1	94311.1940159256	0.708962400125235	0.182484147760339	14.9444231115871	0.000110724858824527	0.000672625261920873
FEZ1	37284.8852185705	0.107846741488662	0.268213131118315	0.161643779978021	0.687647615858287	0.797476315334191
PPP1R42	31540.558940065	0.171082806853273	0.249927723993476	0.468308273415545	0.49376647304366	0.640251452149457
USP19	414763.762836476	-0.516398096261931	0.144804338235698	12.6503114081426	0.000375503124819468	0.00194706496621539
IFNL1	105.100559706315	-1.16815797347424	2.8869432155355	0.159462836310894	0.689651552427601	0.799006624638082
CALD1	1015990.43089346	1.11074519594798	0.252753696448799	18.8534011747799	1.41159177154442e-05	0.000110771827278702
ZNF517	35937.9955350073	0.153061741551615	0.234271656253188	0.426670011556695	0.513627462964116	0.657098355905676
C6ORF120	142451.352443664	-0.0819153184751859	0.144066500446633	0.323253882324622	0.569658711409879	0.703832947147125
ACKR4	12202.503320944	-0.408251032200087	0.452924193445997	0.809761143479392	0.368190878114441	0.518926929742806
TSG101	312770.223280296	-0.00490955662779038	0.163137625791625	0.000905591588207244	0.975992844447812	0.986364940411815
HLCS	117390.130236265	0.605195130611232	0.206629525544576	8.51625963162127	0.0035198719926226	0.0128999043289421
CCDC97	230706.586754437	-0.599711541547928	0.20419101896417	8.56463730422243	0.00342755250618266	0.0126343488884244
SLC4A4	515373.12663938	-3.28304185899786	0.320240520681279	88.0765293438121	6.29703992751669e-21	3.20038814387756e-19
TMEM91	17246.9437969789	-0.28091938867662	0.153925294169346	3.32559025620952	0.068209526231474	0.142740193902503
FAM162B	2752.67696425523	0.33284755420366	0.743887125100812	0.199766458248661	0.654909420251415	0.772237242376221
DOLPP1	174495.230749138	-1.37335388217902	0.321688828828526	17.5768380645637	2.7592873999088e-05	0.000197847233738505
CPEB2	106643.98425709	-0.315272162637567	0.188795736429807	2.78306642179743	0.0952656118653751	0.185792268875859
LEFTY1	480177.025886195	-0.693718924197313	1.07082784188047	0.415694358345831	NA	NA
CYP46A1	1863.06577566979	-0.214044620281621	0.53706875045666	0.158696083744303	0.690359848666526	0.799360964775475
PECR	159986.066988427	1.18972441106319	0.318685643181994	13.559095623485	0.000231168454369158	0.00128111349193649
GPAA1	478785.229750461	-0.176174569645573	0.260992409913301	0.45536293436362	0.499799123584614	0.645894790628505
HSD3B7	166996.335726373	0.786132493494528	0.180552066366242	18.7278472838348	1.50764609958793e-05	0.000117212654409177
C6ORF58	149.341899298079	0.381374857550518	1.84186293090643	0.0427541672692797	0.83618885486968	0.902788117609425
ZNF549	27742.5091645808	-0.136746763839392	0.210612043894589	0.421410691206319	0.516233974843795	0.659282888127729
POLI	43281.1111091829	-0.0802218160070004	0.231878860398016	0.119675187890806	0.729387041749507	0.828293828218432
TSPAN16	46.0140633691477	1.44055882888265	2.88965763907574	0.239052587327706	0.624891224968165	0.748763096225795
TRAF1	107788.924736223	0.919128759576363	0.166066957501744	30.1288482449268	4.04272478703043e-08	5.41249851929785e-07
DAZ4	115.639924354331	0.428341760433498	2.53033131926843	0.0285521943758056	0.865817134892685	0.921032135249677
MRPL13	158819.943521124	0.291881506955733	0.291669138729041	0.99975897120791	0.317368836803843	0.465802519506293
SDK1	33420.8812286915	-2.15457109574166	0.469529542965344	19.3500213967565	1.08818026202424e-05	8.83230869075462e-05
TRIM64C	2.5221007736971	-4.92250584528306	3.04166099712238	2.6151533149676	NA	NA
UPK3BL1	107196.041363812	-0.798620089393191	0.422547617582628	3.52743875083107	0.0603609636621328	0.129654141180893
KRT36	1011.71922327163	-0.39487112849585	0.63909965116911	0.380575312759731	0.537295499443182	0.676995264938346
E2F1	94316.7106546383	1.2921427928441	0.435620133356294	8.51925467790718	0.00351408379215757	0.0128863708768664
PRDM9	26.95340860069	1.8343245628716	2.89389239321834	0.376906612847321	0.539263432026653	0.678409209509698
NEFL	7620.46587800222	-4.58616330030518	0.567084102042053	48.5736096438218	3.18121376090266e-12	7.88846944555016e-11
COMMD4	206042.76759471	-0.0501018703653898	0.220265824143547	0.0517349608097675	0.820071352030002	0.89267450015998
CAVIN1	624195.563471225	0.125964564032077	0.299196275216927	0.177195494534828	0.673794549119676	0.787022763021826
SNX25	96329.2558489275	0.477123906288796	0.401901530114652	1.40299500562159	0.236222752109055	0.374051459416356
CCDC13	4817.28839610967	-1.34083306151893	0.469435971367315	7.88133872565911	0.0049947492749034	0.017298316007639
APOH	3624982.70710885	9.39079330364916	0.443818436229958	216.693377341867	4.76065427578872e-49	1.00953230728766e-46
SCHIP1	22914.8325411772	0.871316941806953	0.269806296530306	10.2749169254274	0.00134850945346568	0.00576829374147654
CTAGE6	11104.6677933258	-0.849494082262649	0.312687576899723	7.27669477993098	0.00698549525845704	0.0228786440659105
TMEM9B	361820.444979547	-1.01713015452027	0.152885017998394	43.3740260485387	4.5215026587666e-11	9.69967471530058e-10
GCFC2	65607.9957266107	0.450966749618074	0.216986900204768	4.30196214805088	0.0380684277963634	0.0898457751586424
CD320	248635.68458507	-0.679056269677523	0.2677013638987	6.37589753060965	0.011568052367672	0.0347927939568275
AVEN	61965.2076194423	0.467535413723175	0.108802352098347	18.3851164559871	1.80462098254903e-05	0.000136104615107885
ENAM	2491381.40796967	-4.97015805232807	0.559444650555594	56.43558913532	5.80697572300737e-14	1.70593782028285e-12
SNX13	243399.339297885	-0.320754574596563	0.228174714756066	1.97204385137854	0.160231085699437	0.279114653957975
AKAP8	223959.20025776	-0.0202537125752884	0.138312752069781	0.0214424406422893	0.883580070680012	0.932134533621657
AC008758.4	4673.54264268319	0.0237959168696197	0.279070157979686	0.00727084574822356	0.932047333910931	0.961822830764209
EXOC2	143432.629828094	0.176478834663828	0.168184551068295	1.1003862051453	0.294181364049451	0.440079718088578
RBBP4	471803.375295333	0.106091858899552	0.179311384400132	0.34998816990435	0.554119826875471	0.69092705366488
CAPZB	1037449.46224128	-0.645113613688857	0.193689787057921	11.0020408969846	0.000910116171534939	0.00413361232118368
PITPNM1	547289.619819536	-0.933965733314237	0.274305972171074	11.3959163601563	0.000736057311088144	0.00345830990840533
HSD17B3	2966.55197943743	-0.75829582510834	0.558235184252183	1.82428809729504	0.176803699490805	0.300757990716303
RAD1	110012.215236624	0.685445088363383	0.226729002586225	9.05507573129958	0.00261966553488009	0.0101024685311461
KLK15	4753.88566345141	-4.89120225455871	1.03302768768349	16.1631154497358	5.81147682226687e-05	0.000381415638185704
